
Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:38:23 2022
Timers Off: Thu Nov  3 12:38:26 2022

Wall Time:        3.39 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DFMP2 Aia Write                   :      0.100u      0.000s      0.011w      1 calls
DFMP2 iaB                           :      1.950u      0.067s      0.203w      1 calls
| DFMP2 Metric                      :      0.917u      0.017s      0.092w      1 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w      6 calls
| DFMP2 Aia Read                    :      0.033u      0.000s      0.003w      1 calls
| DFMP2 (ia|A)(A|Q)                 :      0.333u      0.017s      0.038w      1 calls
| DFMP2 Bia Write                   :      0.083u      0.017s      0.010w      1 calls
| DFMP2 Bia Read                    :      0.017u      0.000s      0.003w      1 calls
| DFMP2 (ia|B)(B|Q)                 :      0.433u      0.000s      0.043w      1 calls
| DFMP2 Cia Write                   :      0.067u      0.000s      0.009w      1 calls
DFMP2 aiB                           :      0.067u      0.033s      0.015w      1 calls
DFMP2 Tij                           :      3.767u      0.183s      0.485w      1 calls
| DFMP2 Bia Read                    :      0.000u      0.017s      0.004w      2 calls
| DFMP2 Cia Read                    :      0.017u      0.000s      0.003w      1 calls
| DFMP2 I                           :      0.950u      0.017s      0.142w      1 calls
| DFMP2 T2                          :      0.183u      0.000s      0.019w      1 calls
| DFMP2 G                           :      1.883u      0.033s      0.194w      1 calls
| DFMP2 Pab                         :      0.550u      0.050s      0.090w      1 calls
| DFMP2 Gia Write                   :      0.050u      0.017s      0.011w      1 calls
DFMP2 Tab                           :      1.733u      0.050s      0.242w      1 calls
| DFMP2 Bai Read                    :      0.017u      0.000s      0.003w      1 calls
| DFMP2 Qai Read                    :      0.017u      0.000s      0.001w      1 calls
| DFMP2 I                           :      1.100u      0.000s      0.165w      1 calls
| DFMP2 T2                          :      0.283u      0.000s      0.030w      1 calls
| DFMP2 Pij                         :      0.217u      0.017s      0.023w      1 calls
DFMP2 gamma                         :      0.450u      0.017s      0.046w      1 calls
| DFMP2 Gia Read                    :      0.017u      0.017s      0.003w      1 calls
| DFMP2 Cia Read                    :      0.033u      0.000s      0.003w      1 calls
| DFMP2 g                           :      0.350u      0.000s      0.035w      1 calls
DFMP2 Gia                           :      0.383u      0.033s      0.042w      1 calls
| DFMP2 Gia Read                    :      0.017u      0.017s      0.003w      1 calls
| DFMP2 aiG Write                   :      0.050u      0.000s      0.005w      1 calls
DFMP2 AB^x                          :      0.117u      0.033s      0.013w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      1 calls
DFMP2 Amn^x                         :     21.217u      0.200s      2.276w      1 calls
| Libint2ERI::Libint2ERI            :      1.983u      0.050s      0.275w      6 calls
DFMP2 L                             :     10.183u      0.367s      1.269w      1 calls
| Libint2ERI::Libint2ERI            :      1.917u      0.033s      0.268w      6 calls
DFMP2 P                             :      0.017u      0.000s      0.001w      1 calls
DFMP2 W                             :      0.033u      0.000s      0.002w      1 calls
DFMP2 Z                             :     33.900u      0.817s      3.580w      1 calls
| DFH: sparsity prep                :      0.900u      0.017s      0.099w      1 calls
| | Libint2ERI::Libint2ERI          :      0.567u      0.017s      0.060w      1 calls
| DFH: initialize()                 :     11.500u      0.167s      1.176w      1 calls
| | Libint2ERI::Libint2ERI          :      0.483u      0.000s      0.047w      7 calls
| | DFH: AO Construction            :      3.167u      0.067s      0.324w      1 calls
| | DFH: AO-Met. Contraction        :      6.817u      0.083s      0.699w      1 calls
| JK: D                             :      0.050u      0.017s      0.002w     10 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     10 calls
| JK: JK                            :     20.967u      0.617s      2.247w     10 calls
| | DFH: compute_JK()               :     20.950u      0.617s      2.246w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      3.683u      0.083s      0.374w     10 calls
| | | DFH: compute_K                :     15.983u      0.283s      1.715w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
Libint2ERI::Libint2ERI              :      0.783u      0.000s      0.376w      7 calls

**************************************************************************************
