
Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 11:58:45 2022
Timers Off: Thu Nov  3 11:58:52 2022

Wall Time:        7.16 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DFMP2 Aia Write                   :      0.067u      0.033s      0.010w      1 calls
DFMP2 iaB                           :      1.200u      0.050s      0.125w      1 calls
| DFMP2 Metric                      :      0.567u      0.000s      0.057w      1 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w      6 calls
| DFMP2 Aia Read                    :      0.017u      0.000s      0.002w      1 calls
| DFMP2 (ia|A)(A|Q)                 :      0.217u      0.000s      0.022w      1 calls
| DFMP2 Bia Write                   :      0.067u      0.017s      0.008w      1 calls
| DFMP2 Bia Read                    :      0.017u      0.017s      0.002w      1 calls
| DFMP2 (ia|B)(B|Q)                 :      0.217u      0.000s      0.022w      1 calls
| DFMP2 Cia Write                   :      0.050u      0.017s      0.008w      1 calls
DFMP2 aiB                           :      0.117u      0.017s      0.013w      1 calls
DFMP2 Tij                           :      2.350u      0.083s      0.258w      1 calls
| DFMP2 Bia Read                    :      0.017u      0.017s      0.003w      2 calls
| DFMP2 Cia Read                    :      0.017u      0.000s      0.002w      1 calls
| DFMP2 I                           :      0.717u      0.000s      0.088w      1 calls
| DFMP2 T2                          :      0.117u      0.000s      0.011w      1 calls
| DFMP2 G                           :      0.833u      0.000s      0.084w      1 calls
| DFMP2 Pab                         :      0.450u      0.033s      0.047w      1 calls
| DFMP2 Gia Write                   :      0.050u      0.017s      0.008w      1 calls
DFMP2 Tab                           :      1.117u      0.017s      0.131w      1 calls
| DFMP2 Bai Read                    :      0.017u      0.000s      0.002w      1 calls
| DFMP2 Qai Read                    :      0.017u      0.000s      0.001w      1 calls
| DFMP2 I                           :      0.700u      0.000s      0.088w      1 calls
| DFMP2 T2                          :      0.167u      0.000s      0.017w      1 calls
| DFMP2 Pij                         :      0.100u      0.000s      0.010w      1 calls
DFMP2 gamma                         :      0.300u      0.000s      0.029w      1 calls
| DFMP2 Gia Read                    :      0.033u      0.000s      0.002w      1 calls
| DFMP2 Cia Read                    :      0.017u      0.000s      0.002w      1 calls
| DFMP2 g                           :      0.217u      0.000s      0.022w      1 calls
DFMP2 Gia                           :      0.233u      0.033s      0.026w      1 calls
| DFMP2 Gia Read                    :      0.033u      0.000s      0.002w      1 calls
| DFMP2 aiG Write                   :      0.033u      0.000s      0.003w      1 calls
DFMP2 AB^x                          :      0.083u      0.017s      0.010w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      1 calls
DFMP2 Amn^x                         :     10.483u      0.050s      1.120w      1 calls
| Libint2ERI::Libint2ERI            :      1.950u      0.017s      0.226w      6 calls
DFMP2 L                             :      5.383u      0.183s      0.628w      1 calls
| Libint2ERI::Libint2ERI            :      1.800u      0.083s      0.200w      6 calls
DFMP2 P                             :      0.017u      0.000s      0.001w      1 calls
DFMP2 W                             :      0.000u      0.000s      0.001w      1 calls
DFMP2 Z                             :     16.867u      0.483s      1.734w      1 calls
| DFH: sparsity prep                :      0.833u      0.000s      0.084w      1 calls
| | Libint2ERI::Libint2ERI          :      0.433u      0.000s      0.043w      1 calls
| DFH: initialize()                 :      5.183u      0.200s      0.539w      1 calls
| | Libint2ERI::Libint2ERI          :      0.450u      0.000s      0.043w      7 calls
| | DFH: AO Construction            :      1.600u      0.017s      0.162w      1 calls
| | DFH: AO-Met. Contraction        :      2.583u      0.067s      0.265w      1 calls
| JK: D                             :      0.033u      0.000s      0.001w     13 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w     13 calls
| JK: JK                            :     10.517u      0.233s      1.074w     13 calls
| | DFH: compute_JK()               :     10.500u      0.233s      1.073w     13 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     13 calls
| | | DFH: compute_J                :      2.433u      0.000s      0.240w     13 calls
| | | DFH: compute_K                :      7.667u      0.167s      0.785w     13 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
Libint2ERI::Libint2ERI              :      0.767u      0.033s      0.292w      7 calls

**************************************************************************************
