
Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:44:22 2022
Timers Off: Thu Nov  3 12:44:25 2022

Wall Time:        3.05 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DFMP2 Aia Write                   :      0.017u      0.000s      0.004w      1 calls
DFMP2 iaB                           :      0.650u      0.033s      0.069w      1 calls
| DFMP2 Metric                      :      0.400u      0.000s      0.041w      1 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w      6 calls
| DFMP2 Aia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 (ia|A)(A|Q)                 :      0.083u      0.017s      0.010w      1 calls
| DFMP2 Bia Write                   :      0.033u      0.000s      0.004w      1 calls
| DFMP2 Bia Read                    :      0.017u      0.017s      0.001w      1 calls
| DFMP2 (ia|B)(B|Q)                 :      0.067u      0.000s      0.007w      1 calls
| DFMP2 Cia Write                   :      0.033u      0.000s      0.003w      1 calls
DFMP2 aiB                           :      0.050u      0.000s      0.007w      1 calls
DFMP2 Tij                           :      0.750u      0.033s      0.077w      1 calls
| DFMP2 Bia Read                    :      0.000u      0.000s      0.002w      2 calls
| DFMP2 Cia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 I                           :      0.250u      0.000s      0.024w      1 calls
| DFMP2 T2                          :      0.033u      0.000s      0.004w      1 calls
| DFMP2 G                           :      0.250u      0.000s      0.024w      1 calls
| DFMP2 Pab                         :      0.117u      0.017s      0.013w      1 calls
| DFMP2 Gia Write                   :      0.033u      0.000s      0.004w      1 calls
DFMP2 Tab                           :      0.483u      0.000s      0.047w      1 calls
| DFMP2 Bai Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 Qai Read                    :      0.000u      0.000s      0.000w      1 calls
| DFMP2 I                           :      0.283u      0.000s      0.028w      1 calls
| DFMP2 T2                          :      0.100u      0.000s      0.011w      1 calls
| DFMP2 Pij                         :      0.033u      0.000s      0.004w      1 calls
DFMP2 gamma                         :      0.117u      0.017s      0.014w      1 calls
| DFMP2 Gia Read                    :      0.017u      0.000s      0.001w      1 calls
| DFMP2 Cia Read                    :      0.000u      0.000s      0.001w      1 calls
| DFMP2 g                           :      0.083u      0.017s      0.009w      1 calls
DFMP2 Gia                           :      0.117u      0.017s      0.013w      1 calls
| DFMP2 Gia Read                    :      0.017u      0.000s      0.001w      1 calls
| DFMP2 aiG Write                   :      0.017u      0.017s      0.002w      1 calls
DFMP2 AB^x                          :      0.083u      0.000s      0.009w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      1 calls
DFMP2 Amn^x                         :      7.933u      0.100s      0.804w      1 calls
| Libint2ERI::Libint2ERI            :      1.383u      0.050s      0.143w      6 calls
DFMP2 L                             :      4.383u      0.067s      0.469w      1 calls
| Libint2ERI::Libint2ERI            :      1.400u      0.000s      0.141w      6 calls
DFMP2 P                             :      0.000u      0.000s      0.001w      1 calls
DFMP2 W                             :      0.017u      0.000s      0.001w      1 calls
DFMP2 Z                             :     10.067u      0.350s      1.043w      1 calls
| DFH: sparsity prep                :      0.350u      0.033s      0.039w      1 calls
| | Libint2ERI::Libint2ERI          :      0.183u      0.017s      0.020w      1 calls
| DFH: initialize()                 :      3.467u      0.100s      0.357w      1 calls
| | Libint2ERI::Libint2ERI          :      0.183u      0.000s      0.019w      7 calls
| | DFH: AO Construction            :      1.067u      0.017s      0.109w      1 calls
| | DFH: AO-Met. Contraction        :      1.700u      0.067s      0.177w      1 calls
| JK: D                             :      0.017u      0.000s      0.001w     10 calls
| JK: USO2AO                        :      0.017u      0.000s      0.000w     10 calls
| JK: JK                            :      6.017u      0.200s      0.621w     10 calls
| | DFH: compute_JK()               :      6.000u      0.200s      0.620w     10 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     10 calls
| | | DFH: compute_J                :      1.467u      0.000s      0.145w     10 calls
| | | DFH: compute_K                :      4.367u      0.150s      0.450w     10 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     10 calls
Libint2ERI::Libint2ERI              :      0.583u      0.033s      0.180w      7 calls

**************************************************************************************
