
Host: DESKTOP-26BCFJT

Timers On : Thu Nov  3 12:50:41 2022
Timers Off: Thu Nov  3 12:50:52 2022

Wall Time:       11.09 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| DFMP2 Aia Write                   :      0.267u      0.083s      0.035w      1 calls
DFMP2 iaB                           :      3.933u      0.150s      0.508w      1 calls
| DFMP2 Metric                      :      2.183u      0.000s      0.226w      1 calls
| | Libint2ERI::Libint2ERI          :      0.017u      0.000s      0.001w      6 calls
| DFMP2 Aia Read                    :      0.033u      0.017s      0.007w      1 calls
| DFMP2 (ia|A)(A|Q)                 :      0.717u      0.000s      0.107w      1 calls
| DFMP2 Bia Write                   :      0.150u      0.050s      0.029w      1 calls
| DFMP2 Bia Read                    :      0.033u      0.017s      0.007w      1 calls
| DFMP2 (ia|B)(B|Q)                 :      0.617u      0.000s      0.092w      1 calls
| DFMP2 Cia Write                   :      0.117u      0.050s      0.025w      1 calls
DFMP2 aiB                           :      0.233u      0.067s      0.046w      1 calls
DFMP2 Tij                           :     12.867u      0.733s      1.908w      1 calls
| DFMP2 Bia Read                    :      0.067u      0.017s      0.011w      2 calls
| DFMP2 Cia Read                    :      0.050u      0.000s      0.006w      1 calls
| DFMP2 I                           :      4.283u      0.433s      0.709w      1 calls
| DFMP2 T2                          :      0.667u      0.000s      0.068w      1 calls
| DFMP2 G                           :      5.450u      0.000s      0.722w      1 calls
| DFMP2 Pab                         :      1.817u      0.100s      0.287w      1 calls
| DFMP2 Gia Write                   :      0.117u      0.083s      0.028w      1 calls
DFMP2 Tab                           :      5.600u      0.333s      0.806w      1 calls
| DFMP2 Bai Read                    :      0.017u      0.000s      0.007w      1 calls
| DFMP2 Qai Read                    :      0.033u      0.017s      0.004w      1 calls
| DFMP2 I                           :      3.450u      0.217s      0.552w      1 calls
| DFMP2 T2                          :      0.583u      0.000s      0.061w      1 calls
| DFMP2 Pij                         :      1.117u      0.000s      0.113w      1 calls
DFMP2 gamma                         :      0.983u      0.067s      0.114w      1 calls
| DFMP2 Gia Read                    :      0.033u      0.033s      0.007w      1 calls
| DFMP2 Cia Read                    :      0.067u      0.017s      0.008w      1 calls
| DFMP2 g                           :      0.783u      0.000s      0.090w      1 calls
DFMP2 Gia                           :      0.317u      0.083s      0.060w      1 calls
| DFMP2 Gia Read                    :      0.033u      0.000s      0.007w      1 calls
| DFMP2 aiG Write                   :      0.033u      0.017s      0.008w      1 calls
DFMP2 AB^x                          :      0.167u      0.000s      0.018w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.000w      1 calls
DFMP2 Amn^x                         :     32.467u      0.383s      3.796w      1 calls
| Libint2ERI::Libint2ERI            :      2.583u      0.083s      0.648w      6 calls
DFMP2 L                             :     15.667u      0.500s      2.207w      1 calls
| Libint2ERI::Libint2ERI            :      2.500u      0.033s      0.635w      6 calls
DFMP2 P                             :      0.033u      0.000s      0.002w      1 calls
DFMP2 W                             :      0.033u      0.000s      0.004w      1 calls
DFMP2 Z                             :     73.383u      1.600s      7.882w      1 calls
| DFH: sparsity prep                :      1.483u      0.050s      0.264w      1 calls
| | Libint2ERI::Libint2ERI          :      1.117u      0.050s      0.151w      1 calls
| DFH: initialize()                 :     19.533u      0.433s      2.045w      1 calls
| | Libint2ERI::Libint2ERI          :      1.300u      0.050s      0.136w      7 calls
| | DFH: AO Construction            :      6.883u      0.100s      0.696w      1 calls
| | DFH: AO-Met. Contraction        :      9.850u      0.150s      1.042w      1 calls
| JK: D                             :      0.067u      0.000s      0.003w     13 calls
| JK: USO2AO                        :      0.017u      0.017s      0.000w     13 calls
| JK: JK                            :     50.900u      0.967s      5.392w     13 calls
| | DFH: compute_JK()               :     50.867u      0.967s      5.390w     13 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w     13 calls
| | | DFH: compute_J                :      7.317u      0.017s      0.735w     13 calls
| | | DFH: compute_K                :     41.017u      0.550s      4.363w     13 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w     13 calls
Libint2ERI::Libint2ERI              :      1.683u      0.100s      1.068w      7 calls

**************************************************************************************
